TransactionAmount,TransactionType,Location,DeviceID,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionHour,TransactionWeekday,TransactionDay,TransactionMonth,PreviousTransactionDate
430.35,Debit,Charlotte,D000096,M007,Online,36,Doctor,205,1,354.9,17,0,20,2,2024-11-04 08:10:51
230.32,Debit,Las Vegas,D000272,M015,Branch,35,Engineer,56,1,791.46,18,0,15,5,2024-11-04 08:08:34
121.71,Debit,Chicago,D000674,M015,ATM,52,Retired,140,1,5878.89,17,1,5,9,2024-11-04 08:11:23
98.87,Debit,Detroit,D000058,M060,Online,20,Student,179,1,533.2,17,1,3,1,2024-11-04 08:06:58
117.55,Debit,Fresno,D000088,M046,ATM,24,Student,35,1,897.94,16,4,19,5,2024-11-04 08:11:13
244.64,Debit,Tucson,D000172,M072,Branch,30,Doctor,103,1,9159.56,18,1,21,2,2024-11-04 08:06:53
321.93,Debit,Nashville,D000083,M092,ATM,45,Engineer,12,1,4392.73,18,0,4,12,2024-11-04 08:07:51
1092.73,Debit,Columbus,D000688,M064,Branch,58,Retired,11,1,1390.98,17,0,23,1,2024-11-04 08:07:50
283.23,Debit,El Paso,D000695,M061,Online,40,Engineer,98,1,2008.77,16,0,6,2,2024-11-04 08:07:38
346.65,Debit,Washington,D000077,M062,Online,30,Engineer,60,1,6356.96,16,0,1,1,2024-11-04 08:06:58
381.62,Debit,Las Vegas,D000670,M097,Online,64,Retired,164,1,6009.12,16,4,27,1,2024-11-04 08:11:46
388.65,Debit,Oklahoma City,D000284,M065,ATM,76,Retired,43,1,7896.85,16,1,21,2,2024-11-04 08:08:15
29.22,Debit,San Antonio,D000432,M068,ATM,24,Student,151,1,1649.43,18,3,6,7,2024-11-04 08:09:03
46.75,Debit,Colorado Springs,D000469,M078,Branch,67,Retired,150,1,2840.43,17,0,31,7,2024-11-04 08:09:20
348.64,Debit,San Jose,D000221,M098,Online,57,Retired,128,1,3274.96,17,4,9,6,2024-11-04 08:11:22
319.17,Debit,Tucson,D000444,M088,Online,73,Retired,81,1,6501.56,16,2,11,1,2024-11-04 08:08:49
73.95,Debit,Kansas City,D000337,M012,ATM,26,Student,76,1,363.92,16,4,3,11,2024-11-04 08:07:22
389.63,Debit,Mesa,D000645,M100,Online,27,Engineer,99,1,9748.48,16,3,16,2,2024-11-04 08:08:55
217.61,Debit,Chicago,D000172,M025,ATM,19,Student,45,1,1404.53,17,3,16,3,2024-11-04 08:10:08
199.84,Debit,Dallas,D000330,M082,ATM,21,Student,150,1,706.44,16,0,16,1,2024-11-04 08:09:14
56.35,Debit,Charlotte,D000266,M033,ATM,44,Doctor,75,1,5095.73,16,3,9,2,2024-11-04 08:07:36
248.95,Credit,San Francisco,D000454,M068,Branch,65,Retired,29,1,3059.79,16,4,16,6,2024-11-04 08:09:32
142.58,Debit,San Antonio,D000647,M048,ATM,33,Engineer,145,1,7844.23,16,0,19,6,2024-11-04 08:06:46
1020.73,Debit,Fort Worth,D000676,M087,ATM,28,Student,87,1,1119.61,16,0,24,7,2024-11-04 08:11:32
84.34,Debit,Memphis,D000493,M039,Online,58,Retired,248,3,5313.97,16,3,8,6,2024-11-04 08:09:31
1607.55,Debit,Phoenix,D000070,M031,ATM,31,Engineer,156,1,6227.99,16,3,7,9,2024-11-04 08:07:33
333.78,Debit,San Diego,D000444,M057,ATM,60,Retired,98,1,6810.94,17,3,30,11,2024-11-04 08:07:50
332.59,Debit,San Antonio,D000163,M060,Online,55,Retired,143,1,1457.07,17,3,13,7,2024-11-04 08:09:05
236.81,Debit,Oklahoma City,D000274,M013,Branch,22,Student,15,1,813.68,16,3,26,10,2024-11-04 08:07:18
417.8,Credit,Philadelphia,D000630,M066,Branch,27,Student,130,1,1518.82,16,0,26,6,2024-11-04 08:09:17
319.27,Debit,San Antonio,D000172,M052,ATM,50,Doctor,150,1,10269.78,16,0,7,8,2024-11-04 08:12:18
384.1,Debit,Detroit,D000497,M004,Branch,42,Engineer,172,1,672.79,18,2,24,5,2024-11-04 08:11:42
820.62,Credit,Fresno,D000622,M084,Branch,61,Doctor,158,1,6024.8,17,4,3,3,2024-11-04 08:07:28
474.77,Credit,Indianapolis,D000046,M073,Online,56,Engineer,50,1,2158.59,16,0,25,12,2024-11-04 08:08:36
542.72,Credit,Indianapolis,D000573,M100,Branch,43,Doctor,92,1,6011.8,18,0,4,9,2024-11-04 08:08:53
79.8,Debit,Fort Worth,D000477,M070,ATM,73,Retired,76,1,6372.58,17,4,22,12,2024-11-04 08:06:48
46.24,Debit,San Diego,D000590,M043,Branch,57,Engineer,52,1,2569.56,16,0,13,3,2024-11-04 08:07:24
327.8,Debit,San Francisco,D000517,M054,ATM,61,Doctor,54,1,10585.48,17,3,23,11,2024-11-04 08:09:18
445.79,Debit,Las Vegas,D000308,M052,ATM,52,Doctor,161,1,717.99,17,4,7,7,2024-11-04 08:12:05
55.89,Debit,Fresno,D000461,M026,Online,72,Retired,150,1,3689.65,16,3,17,8,2024-11-04 08:11:33
158.41,Debit,Sacramento,D000122,M013,Branch,28,Student,16,1,1512.16,16,3,9,2,2024-11-04 08:10:03
101.19,Credit,Denver,D000524,M033,Online,64,Doctor,75,1,14389.45,18,2,29,11,2024-11-04 08:09:44
827.14,Debit,El Paso,D000645,M018,Branch,36,Engineer,265,4,9800.21,17,1,17,1,2024-11-04 08:08:14
61.97,Debit,Phoenix,D000487,M056,ATM,74,Retired,95,1,7014.69,18,0,22,5,2024-11-04 08:10:47
27.21,Debit,San Jose,D000700,M050,ATM,79,Retired,102,1,3520.61,16,2,14,6,2024-11-04 08:06:49
173.74,Debit,Houston,D000127,M074,Online,80,Retired,64,1,4913.42,17,4,8,9,2024-11-04 08:11:52
176.11,Debit,San Jose,D000566,M091,Branch,38,Engineer,105,1,9155.35,16,3,10,8,2024-11-04 08:10:30
88.4,Debit,Fort Worth,D000112,M065,Online,46,Engineer,174,1,2567.53,18,4,10,11,2024-11-04 08:09:41
567.92,Debit,Columbus,D000358,M042,Online,53,Retired,14,1,3779.47,16,1,20,6,2024-11-04 08:12:12
138.11,Credit,Phoenix,D000227,M001,Online,68,Retired,104,1,4177.65,17,0,11,12,2024-11-04 08:07:04
456.93,Credit,Virginia Beach,D000587,M006,Branch,28,Engineer,193,1,7284.76,16,1,26,9,2024-11-04 08:09:29
101.42,Debit,Atlanta,D000195,M036,Online,66,Retired,146,1,6530.59,17,1,25,4,2024-11-04 08:12:22
300.61,Debit,El Paso,D000086,M006,Online,44,Doctor,51,1,7895.54,17,0,1,5,2024-11-04 08:11:56
265.94,Debit,Boston,D000581,M085,Online,54,Engineer,132,1,6781.3,16,0,5,6,2024-11-04 08:06:37
345.54,Debit,San Diego,D000054,M050,Online,29,Engineer,50,1,2091.78,16,1,24,1,2024-11-04 08:11:09
411.52,Debit,Los Angeles,D000494,M023,ATM,41,Doctor,88,1,11108.39,17,1,10,1,2024-11-04 08:09:13
111.21,Debit,Portland,D000401,M076,Branch,35,Doctor,111,1,9088.36,18,0,21,8,2024-11-04 08:12:12
316.37,Debit,Colorado Springs,D000599,M088,ATM,53,Engineer,86,1,4671.69,17,0,28,8,2024-11-04 08:08:00
260.63,Debit,Fort Worth,D000564,M005,Branch,37,Engineer,142,1,7534.73,18,2,20,12,2024-11-04 08:08:49
92.36,Debit,Dallas,D000598,M092,ATM,29,Engineer,144,1,6353.14,16,0,27,3,2024-11-04 08:07:55
262.06,Debit,Oklahoma City,D000408,M029,Branch,63,Doctor,118,1,13587.52,16,0,11,9,2024-11-04 08:10:23
64.5,Debit,Denver,D000076,M062,ATM,74,Retired,230,1,1351.24,18,3,17,8,2024-11-04 08:08:31
253.55,Debit,Jacksonville,D000112,M007,ATM,28,Engineer,85,5,2797.26,16,2,11,1,2024-11-04 08:09:12
408.28,Credit,Nashville,D000638,M028,Branch,21,Student,125,3,1222.77,16,2,15,3,2024-11-04 08:10:10
175.94,Debit,Indianapolis,D000438,M044,ATM,57,Retired,89,1,3728.04,16,0,5,6,2024-11-04 08:07:11
199.47,Debit,Detroit,D000585,M041,Online,57,Doctor,142,1,6067.44,16,0,14,8,2024-11-04 08:07:22
51.07,Debit,Dallas,D000114,M017,Branch,63,Retired,133,1,4292.16,18,0,23,1,2024-11-04 08:12:12
435.86,Debit,Jacksonville,D000471,M075,ATM,56,Retired,134,1,3801.82,17,4,29,12,2024-11-04 08:09:18
74.73,Credit,Jacksonville,D000566,M009,Branch,64,Retired,162,1,6353.22,17,0,30,1,2024-11-04 08:08:26
182.79,Credit,Louisville,D000499,M013,Online,23,Student,14,1,1251.85,16,2,25,10,2024-11-04 08:06:54
628.36,Debit,Austin,D000415,M005,Online,44,Doctor,108,1,11869.71,16,4,20,1,2024-11-04 08:07:32
268.39,Debit,San Antonio,D000224,M021,Online,29,Doctor,177,1,9409.43,18,1,21,2,2024-11-04 08:11:45
362.27,Debit,Jacksonville,D000073,M051,ATM,80,Retired,47,1,6003.59,16,3,11,5,2024-11-04 08:07:35
560.15,Credit,Memphis,D000493,M059,Online,50,Engineer,92,1,817.83,18,0,14,8,2024-11-04 08:10:51
351.99,Debit,Chicago,D000513,M001,ATM,80,Retired,45,2,3663.64,16,0,12,6,2024-11-04 08:11:23
132.36,Debit,Colorado Springs,D000203,M094,Branch,28,Student,160,1,319.65,17,0,13,3,2024-11-04 08:10:05
24.77,Credit,Nashville,D000449,M002,Online,40,Engineer,17,1,478.23,16,2,1,11,2024-11-04 08:07:20
668.67,Debit,Detroit,D000682,M019,Online,44,Doctor,143,4,13446.81,17,1,7,11,2024-11-04 08:06:29
80.24,Credit,New York,D000604,M016,Branch,53,Doctor,58,1,8012.81,17,4,19,5,2024-11-04 08:12:13
8.65,Debit,Mesa,D000105,M060,ATM,68,Retired,198,1,4201.22,16,0,20,11,2024-11-04 08:11:35
178.91,Debit,Omaha,D000041,M035,ATM,18,Student,19,1,8870.89,16,2,15,3,2024-11-04 08:07:06
115.22,Debit,San Francisco,D000185,M063,Branch,27,Engineer,108,1,906.2,17,4,8,12,2024-11-04 08:09:07
161.63,Debit,San Jose,D000626,M077,Online,46,Doctor,276,1,9286.37,16,0,25,12,2024-11-04 08:08:21
542.75,Credit,Nashville,D000641,M045,Branch,70,Retired,63,1,2224.08,18,3,7,12,2024-11-04 08:08:27
317.47,Credit,Sacramento,D000060,M083,Online,67,Doctor,16,1,14639.28,17,0,1,5,2024-11-04 08:07:58
280.99,Debit,Houston,D000374,M096,Branch,45,Engineer,29,1,9733.59,18,0,20,2,2024-11-04 08:07:24
24.19,Debit,San Diego,D000099,M061,ATM,29,Engineer,28,1,2756.2,17,2,8,2,2024-11-04 08:07:26
586.85,Debit,Mesa,D000515,M014,ATM,36,Doctor,86,1,6655.15,16,1,15,8,2024-11-04 08:12:18
372.41,Debit,San Diego,D000362,M088,ATM,55,Retired,143,1,3233.87,18,0,19,6,2024-11-04 08:06:34
63.17,Debit,Fresno,D000647,M039,ATM,20,Student,148,1,1676.57,18,1,25,7,2024-11-04 08:07:18
383.69,Debit,Colorado Springs,D000133,M064,Online,54,Engineer,285,1,8371.11,17,1,31,10,2024-11-04 08:10:03
247.17,Credit,Chicago,D000081,M096,Branch,65,Retired,149,1,2611.64,17,0,22,5,2024-11-04 08:07:43
48.78,Credit,Kansas City,D000071,M006,Branch,18,Student,136,1,552.06,16,4,11,8,2024-11-04 08:10:11
4.15,Credit,Omaha,D000214,M019,Branch,60,Retired,119,1,6017.36,16,3,19,10,2024-11-04 08:09:48
60.99,Debit,Oklahoma City,D000651,M037,Branch,34,Engineer,58,1,7281.46,17,1,1,8,2024-11-04 08:07:51
408.19,Debit,Mesa,D000369,M038,Branch,26,Engineer,241,1,6847.47,16,4,15,12,2024-11-04 08:08:29
524.6,Debit,El Paso,D000593,M002,Branch,58,Doctor,76,1,13017.7,17,4,7,4,2024-11-04 08:09:46
108.96,Debit,Milwaukee,D000240,M070,ATM,26,Student,247,1,7597.66,18,1,10,10,2024-11-04 08:06:40
70.03,Debit,Nashville,D000005,M073,Branch,63,Retired,49,1,7330.31,18,0,18,12,2024-11-04 08:07:55
124.84,Debit,Louisville,D000640,M051,Online,52,Retired,79,1,6711.78,17,4,22,9,2024-11-04 08:11:28
324.04,Debit,Virginia Beach,D000642,M043,ATM,54,Retired,30,1,2248.06,16,2,5,7,2024-11-04 08:08:07
39.69,Debit,Austin,D000539,M089,Online,70,Retired,163,1,3524.68,17,0,24,4,2024-11-04 08:07:44
157.7,Credit,Omaha,D000075,M019,Branch,58,Engineer,46,1,8332.58,17,4,1,12,2024-11-04 08:11:00
81.27,Credit,Seattle,D000228,M051,Online,22,Student,68,1,1814.48,16,1,7,11,2024-11-04 08:10:47
193.82,Debit,Kansas City,D000531,M042,Branch,37,Engineer,176,1,3886.77,17,3,20,4,2024-11-04 08:12:09
16.73,Debit,Omaha,D000660,M022,Online,79,Retired,165,1,7591.13,17,3,30,11,2024-11-04 08:08:04
474.05,Debit,San Jose,D000643,M031,ATM,57,Retired,214,1,1484.31,18,3,10,8,2024-11-04 08:10:46
39.21,Debit,Miami,D000059,M093,ATM,66,Doctor,245,4,9385.57,16,2,10,5,2024-11-04 08:11:52
637.75,Debit,Dallas,D000561,M028,Branch,79,Retired,152,1,4202.92,16,0,24,7,2024-11-04 08:08:51
153.59,Credit,Portland,D000270,M001,Branch,66,Retired,174,1,4813.12,17,3,4,5,2024-11-04 08:09:43
186.6,Debit,Tucson,D000554,M086,Branch,18,Student,139,1,9716.68,16,2,25,10,2024-11-04 08:10:37
644.08,Debit,Atlanta,D000377,M018,Online,24,Student,55,1,1980.62,17,0,8,5,2024-11-04 08:07:18
226.66,Debit,Austin,D000644,M001,Branch,41,Doctor,168,1,10216.25,18,2,27,12,2024-11-04 08:07:45
305.0,Debit,Phoenix,D000608,M003,ATM,22,Student,222,1,944.83,17,3,12,10,2024-11-04 08:06:50
233.1,Credit,Nashville,D000472,M011,Branch,42,Doctor,37,1,7469.2,17,0,16,1,2024-11-04 08:11:39
793.13,Debit,Memphis,D000518,M035,Online,68,Doctor,76,1,13389.16,16,2,10,5,2024-11-04 08:09:45
224.19,Debit,Houston,D000266,M017,ATM,52,Doctor,93,1,8475.47,16,3,21,9,2024-11-04 08:07:34
214.83,Credit,Tucson,D000228,M009,ATM,23,Student,63,1,991.69,18,0,20,3,2024-11-04 08:11:45
163.46,Credit,Baltimore,D000150,M037,Branch,63,Retired,111,1,6953.8,17,4,8,9,2024-11-04 08:11:32
194.99,Debit,Jacksonville,D000442,M097,Branch,34,Engineer,91,1,1370.03,17,4,1,12,2024-11-04 08:07:50
23.4,Debit,El Paso,D000079,M027,ATM,46,Doctor,175,4,14851.28,18,2,8,2,2024-11-04 08:07:14
227.5,Debit,Sacramento,D000227,M055,Online,34,Doctor,277,1,11505.35,16,0,13,3,2024-11-04 08:11:35
259.9,Debit,Oklahoma City,D000551,M083,Online,26,Student,100,1,914.28,16,3,22,6,2024-11-04 08:07:29
59.51,Credit,Dallas,D000263,M086,Online,36,Doctor,55,1,9955.88,16,1,4,4,2024-11-04 08:12:18
50.63,Debit,Columbus,D000314,M045,Online,64,Retired,143,1,4732.81,16,2,24,5,2024-11-04 08:12:22
1074.95,Debit,Jacksonville,D000674,M089,Branch,20,Student,91,1,530.86,16,4,2,6,2024-11-04 08:09:58
112.94,Credit,San Antonio,D000265,M091,Online,73,Retired,31,1,3807.84,17,4,24,11,2024-11-04 08:07:19
11.81,Debit,Phoenix,D000295,M072,ATM,21,Student,131,1,320.25,16,0,27,2,2024-11-04 08:07:53
329.14,Debit,Sacramento,D000156,M018,Branch,55,Doctor,14,1,12033.92,16,1,14,11,2024-11-04 08:09:00
154.24,Debit,Mesa,D000129,M049,ATM,61,Retired,82,1,6109.55,16,0,6,11,2024-11-04 08:08:33
233.44,Debit,Chicago,D000334,M037,Online,20,Student,297,1,1691.88,16,4,20,1,2024-11-04 08:07:54
141.8,Debit,Chicago,D000046,M088,ATM,18,Student,116,1,1697.67,18,2,15,11,2024-11-04 08:08:34
209.03,Debit,Detroit,D000371,M012,Branch,55,Engineer,126,1,8359.5,18,0,9,10,2024-11-04 08:10:58
1137.63,Debit,Baltimore,D000494,M074,ATM,26,Student,144,1,1629.12,16,1,14,2,2024-11-04 08:08:03
261.14,Debit,San Antonio,D000218,M040,ATM,42,Engineer,162,1,6100.08,18,0,15,5,2024-11-04 08:08:53
101.81,Debit,Fort Worth,D000209,M087,ATM,45,Doctor,105,1,13872.03,17,3,29,6,2024-11-04 08:11:23
98.71,Debit,Fort Worth,D000276,M070,ATM,32,Doctor,117,1,10095.23,17,0,18,9,2024-11-04 08:07:42
87.38,Debit,Atlanta,D000356,M054,Branch,21,Student,252,1,1504.99,18,4,3,3,2024-11-04 08:09:45
83.39,Debit,Omaha,D000069,M042,Branch,32,Doctor,158,1,13182.11,16,0,18,9,2024-11-04 08:12:20
267.55,Debit,Charlotte,D000138,M084,Online,46,Engineer,40,1,4330.04,16,1,13,6,2024-11-04 08:12:03
870.05,Debit,El Paso,D000098,M077,ATM,29,Doctor,39,1,905.25,16,3,31,8,2024-11-04 08:11:02
154.32,Credit,Tucson,D000055,M015,ATM,38,Engineer,269,1,6972.5,16,0,1,1,2024-11-04 08:11:43
164.51,Debit,Louisville,D000105,M056,Branch,78,Retired,110,1,3553.69,18,0,5,6,2024-11-04 08:07:10
758.12,Debit,San Francisco,D000413,M028,ATM,69,Retired,90,1,6164.65,18,0,3,7,2024-11-04 08:11:14
103.76,Debit,Kansas City,D000667,M085,Online,28,Engineer,188,1,9626.14,16,2,29,3,2024-11-04 08:11:31
583.92,Debit,Kansas City,D000429,M024,Online,55,Engineer,139,1,6364.14,16,1,1,8,2024-11-04 08:06:32
204.06,Debit,Washington,D000685,M069,Online,77,Retired,159,1,4351.83,16,0,2,1,2024-11-04 08:07:22
53.51,Debit,New York,D000671,M030,Online,56,Retired,165,1,5773.5,16,3,26,10,2024-11-04 08:11:18
1108.46,Debit,Los Angeles,D000353,M046,Branch,30,Engineer,262,1,9257.04,16,3,31,8,2024-11-04 08:06:36
52.95,Credit,Charlotte,D000652,M061,Online,68,Retired,14,1,6335.58,18,0,7,8,2024-11-04 08:07:52
120.17,Debit,Portland,D000052,M023,ATM,49,Doctor,105,1,5403.79,17,1,8,8,2024-11-04 08:11:50
220.8,Debit,Indianapolis,D000532,M021,Online,31,Engineer,28,1,8135.31,18,2,6,9,2024-11-04 08:10:00
119.01,Debit,Philadelphia,D000418,M069,ATM,45,Doctor,87,1,9798.26,17,0,13,3,2024-11-04 08:09:17
183.32,Debit,Raleigh,D000450,M041,ATM,21,Student,74,1,137.42,16,2,10,5,2024-11-04 08:09:31
858.88,Debit,Jacksonville,D000389,M085,Online,60,Engineer,227,1,7015.46,16,1,22,8,2024-11-04 08:12:11
11.46,Credit,San Francisco,D000315,M092,Online,41,Engineer,128,1,2356.71,16,0,13,2,2024-11-04 08:09:16
61.37,Debit,Columbus,D000074,M001,Branch,75,Retired,164,1,4294.44,16,0,6,2,2024-11-04 08:10:55
103.08,Credit,Milwaukee,D000304,M096,Branch,49,Engineer,150,1,9251.38,16,0,27,2,2024-11-04 08:06:42
1.21,Debit,Atlanta,D000369,M039,Branch,55,Retired,196,1,7542.74,17,0,21,8,2024-11-04 08:11:34
425.18,Credit,Colorado Springs,D000496,M051,Online,26,Engineer,172,1,9880.71,16,2,4,10,2024-11-04 08:08:39
60.96,Debit,Colorado Springs,D000090,M065,ATM,52,Retired,238,1,6189.24,16,0,23,10,2024-11-04 08:09:58
64.21,Debit,Omaha,D000527,M028,ATM,51,Doctor,37,1,12540.18,16,0,9,1,2024-11-04 08:09:24
523.02,Debit,Jacksonville,D000689,M010,Online,53,Retired,83,1,4586.11,18,4,19,5,2024-11-04 08:06:38
50.26,Debit,Las Vegas,D000268,M055,Branch,65,Retired,164,1,1519.38,17,3,9,11,2024-11-04 08:10:47
110.08,Debit,Detroit,D000560,M059,Branch,19,Student,95,1,1447.26,17,0,20,11,2024-11-04 08:08:19
54.47,Credit,Philadelphia,D000434,M100,Branch,23,Student,34,1,1131.42,17,0,13,11,2024-11-04 08:11:15
79.76,Debit,Kansas City,D000110,M043,Online,68,Doctor,115,1,10278.75,16,0,3,4,2024-11-04 08:08:14
16.79,Credit,Detroit,D000317,M023,Online,30,Doctor,146,1,535.15,16,0,6,11,2024-11-04 08:11:01
1531.31,Debit,San Diego,D000319,M078,Online,18,Student,62,4,859.86,18,0,23,10,2024-11-04 08:06:40
68.62,Debit,Omaha,D000044,M091,Branch,29,Doctor,157,1,13891.47,16,3,29,6,2024-11-04 08:10:59
157.16,Debit,New York,D000682,M068,Branch,20,Student,280,1,1545.77,17,0,13,3,2024-11-04 08:07:27
643.38,Credit,Detroit,D000251,M044,Online,18,Student,105,1,1046.74,17,0,6,11,2024-11-04 08:12:01
328.34,Credit,San Diego,D000245,M014,Online,42,Engineer,31,1,2840.45,16,3,12,10,2024-11-04 08:09:00
72.68,Debit,Seattle,D000697,M072,Online,69,Retired,44,1,6216.77,17,4,21,7,2024-11-04 08:10:20
354.76,Debit,Detroit,D000135,M065,Branch,51,Doctor,279,1,10141.92,16,2,17,5,2024-11-04 08:07:39
793.88,Credit,Los Angeles,D000317,M036,ATM,22,Student,252,1,1404.06,16,2,22,2,2024-11-04 08:07:13
29.22,Debit,Detroit,D000660,M056,ATM,27,Engineer,69,1,7795.79,18,0,27,2,2024-11-04 08:10:28
653.97,Debit,Miami,D000464,M067,Online,37,Engineer,100,1,3886.65,17,2,4,10,2024-11-04 08:11:57
366.43,Credit,Portland,D000069,M080,Online,21,Student,92,1,1560.45,16,0,30,1,2024-11-04 08:09:38
120.86,Debit,Colorado Springs,D000035,M081,Online,33,Doctor,162,4,13566.58,17,3,16,11,2024-11-04 08:11:48
233.74,Debit,Boston,D000373,M056,Online,72,Retired,142,1,4749.54,16,0,13,2,2024-11-04 08:06:27
471.84,Debit,Raleigh,D000163,M080,ATM,18,Student,138,1,1044.33,17,4,29,9,2024-11-04 08:08:45
213.4,Credit,Fort Worth,D000203,M087,Branch,73,Retired,100,1,2012.24,16,0,14,8,2024-11-04 08:09:27
254.21,Debit,Phoenix,D000487,M030,ATM,48,Engineer,46,1,2487.2,16,0,22,5,2024-11-04 08:10:50
577.73,Debit,San Jose,D000527,M033,ATM,37,Doctor,63,1,14977.99,16,4,10,11,2024-11-04 08:06:37
170.26,Debit,Chicago,D000445,M053,ATM,27,Student,265,1,1969.48,16,0,25,9,2024-11-04 08:07:32
337.73,Debit,San Antonio,D000480,M065,Online,78,Retired,107,4,7001.2,17,1,23,5,2024-11-04 08:07:28
330.61,Credit,Nashville,D000648,M099,Branch,64,Retired,113,1,2525.25,16,3,6,7,2024-11-04 08:10:34
132.33,Credit,Phoenix,D000437,M004,ATM,35,Engineer,47,1,7457.94,16,4,10,11,2024-11-04 08:08:40
672.74,Credit,Colorado Springs,D000033,M068,Branch,46,Engineer,118,1,5386.52,16,3,10,8,2024-11-04 08:11:42
74.04,Debit,Memphis,D000103,M094,Online,18,Student,66,1,1690.23,18,3,23,2,2024-11-04 08:11:29
197.18,Debit,Tucson,D000042,M011,Online,28,Engineer,135,1,3114.92,16,1,9,5,2024-11-04 08:10:02
21.15,Debit,Columbus,D000484,M058,Branch,70,Retired,180,1,3466.74,16,0,20,11,2024-11-04 08:09:46
218.37,Debit,Houston,D000651,M075,ATM,62,Doctor,105,1,9942.24,16,0,5,6,2024-11-04 08:10:54
590.01,Debit,San Jose,D000248,M044,Online,29,Doctor,140,3,9791.74,16,0,6,2,2024-11-04 08:07:46
697.82,Debit,New York,D000377,M092,Online,44,Engineer,153,1,6824.0,16,0,27,11,2024-11-04 08:07:11
302.76,Debit,Sacramento,D000640,M043,ATM,38,Engineer,88,3,8583.39,17,3,16,11,2024-11-04 08:11:08
148.0,Debit,Tucson,D000530,M065,Branch,20,Student,35,1,1488.65,16,0,23,1,2024-11-04 08:06:39
22.26,Debit,San Antonio,D000028,M057,Branch,19,Student,56,1,5583.88,18,0,30,1,2024-11-04 08:08:53
0.86,Debit,Colorado Springs,D000082,M050,ATM,25,Student,139,1,1357.22,17,0,13,2,2024-11-04 08:12:22
757.1,Debit,Atlanta,D000667,M071,Branch,65,Doctor,203,1,10553.23,17,0,23,1,2024-11-04 08:11:06
38.81,Credit,Virginia Beach,D000285,M001,Online,25,Student,145,1,1619.6,18,4,28,4,2024-11-04 08:12:12
76.51,Credit,Mesa,D000242,M016,Online,49,Engineer,120,4,9475.4,16,0,3,4,2024-11-04 08:07:51
32.46,Debit,Charlotte,D000536,M092,Online,31,Doctor,10,1,8656.18,18,4,10,3,2024-11-04 08:09:33
1022.75,Credit,San Jose,D000294,M091,Branch,62,Doctor,158,1,207.74,16,3,19,1,2024-11-04 08:10:47
20.64,Debit,Charlotte,D000063,M079,Branch,22,Student,59,1,949.38,16,3,20,4,2024-11-04 08:09:17
662.11,Debit,Atlanta,D000416,M100,Branch,23,Student,219,1,1996.38,16,3,2,2,2024-11-04 08:07:34
288.77,Debit,Los Angeles,D000422,M025,ATM,55,Engineer,110,1,8836.51,16,0,13,11,2024-11-04 08:09:44
35.05,Debit,Boston,D000589,M047,Branch,30,Doctor,105,1,14330.47,18,2,27,9,2024-11-04 08:07:17
214.73,Credit,Los Angeles,D000104,M061,ATM,46,Doctor,26,1,5368.42,18,4,10,11,2024-11-04 08:07:39
25.38,Debit,Louisville,D000222,M024,Branch,57,Engineer,66,1,8616.05,16,0,23,10,2024-11-04 08:11:41
617.66,Debit,Memphis,D000116,M036,ATM,41,Engineer,40,1,5906.58,16,0,30,1,2024-11-04 08:10:17
446.39,Debit,Houston,D000102,M019,ATM,63,Retired,77,1,7863.6,17,1,12,12,2024-11-04 08:07:42
377.92,Debit,Raleigh,D000360,M029,Branch,33,Engineer,204,1,2254.71,17,2,22,2,2024-11-04 08:06:53
11.04,Debit,Phoenix,D000638,M036,Online,30,Engineer,43,1,6983.04,18,0,13,2,2024-11-04 08:10:40
275.46,Debit,Fort Worth,D000027,M032,ATM,36,Doctor,67,1,9697.75,17,0,24,7,2024-11-04 08:12:13
179.76,Debit,Philadelphia,D000038,M039,Online,78,Retired,81,1,5909.52,16,2,12,7,2024-11-04 08:09:23
32.34,Debit,Kansas City,D000622,M080,Branch,44,Doctor,45,1,7847.62,16,2,21,6,2024-11-04 08:09:28
273.92,Debit,Portland,D000646,M053,Branch,79,Retired,109,1,4543.56,17,1,4,7,2024-11-04 08:11:48
375.45,Debit,Fort Worth,D000310,M015,Branch,19,Student,32,1,1307.23,17,1,5,12,2024-11-04 08:08:31
388.98,Debit,Fresno,D000548,M005,ATM,23,Student,155,1,1819.91,17,0,21,8,2024-11-04 08:08:32
492.84,Debit,Indianapolis,D000514,M081,ATM,25,Student,38,1,577.67,17,2,1,3,2024-11-04 08:09:23
148.85,Debit,Mesa,D000441,M021,ATM,57,Doctor,25,1,7802.36,16,2,29,11,2024-11-04 08:08:44
119.95,Credit,Philadelphia,D000292,M092,Branch,62,Retired,47,5,2596.61,17,0,10,4,2024-11-04 08:10:27
391.66,Debit,Fresno,D000271,M062,Branch,50,Engineer,103,1,2406.31,17,0,10,7,2024-11-04 08:06:44
185.99,Credit,Fresno,D000674,M026,Branch,41,Engineer,53,1,402.45,16,0,24,4,2024-11-04 08:09:44
322.48,Debit,Jacksonville,D000649,M066,ATM,27,Student,57,1,1238.43,16,0,13,3,2024-11-04 08:11:25
20.27,Debit,Miami,D000649,M065,Branch,18,Student,22,1,796.35,16,0,4,12,2024-11-04 08:09:38
280.61,Debit,Mesa,D000485,M085,ATM,47,Engineer,129,3,7888.76,16,0,27,11,2024-11-04 08:10:47
