Código,Status entomologico,Estado,Localidad,Altitud,Longitud,Latitud,A2. Cuantos dormitorios tiene la vivienda,A3 Número de personas que duermen en la vivienda,A4. Duermen 3 o mas personas en algun dormitorio,A1. Tiene luz electrica,A5 Escusado de uso exclusivo del hogar,A5 Escusado de uso común de varios hogares,A5 Letrina,A5 No tiene,A6 Red Pública de alcantarillado,A6 Pozo ciego,A6 Pozo séptico,A6 Medio ambiente,A7 Red pública,A7 Pozo,A7 Rio vertiente acequia o canal,A7 Carro Repartidor,A7 Otro,A7 Agua de lluvia,A8. Hierve o usa cloro en el agua antes de beberla,A9 Por qué trata el agua antes de beberla,B1 Losa de hormigón,B1 Asbestos o similares,B1 Zinc,B1 Teja,B1 Paja palma o similares,B1 Otros materiales,B2 Hormigón ladrillo o bloque,B2 Adobe o tapia,B2 Madera,B2 Caña guadua revestida con papel,B2 Caña guadua revestida o rellena de barro,B2 Caña guadua no revestida,B3 Entablado rústico,B3 Parquet,B3 Baldosa o vinyl,B3 Ladrillo o cemento,B3 Caña guadua,B3 Tierra,B3 Otros materiales,B4 Gas,B4 Electricidad,B4 Gasolina,B4 Kerex o diesel,B4 Leña o carbón,B4 Otro,B4 Ninguno,C1. Leña,C1 Lugares,"C2. Productos agricolas como maiz, etc.",C2 Lugares,D1. Ha fumigado Ud mismo su casa,D2. Ha fumigado SNEM su casa,D2 Hace cuánto tiempo (meses),E1. Gallinas o Palomas u otras aves,E1 Cuántas,E2. Tiene un gallinero,E2. Donde,E3. Perros,E3 Cuántos,E4. Duerme el perro dentro de la casa,E5. Cuyes,E5 Cuántos,E6. Tiene una cuyera,E6. Donde,E7. Chanchos o puercos,E7 Cuántos,E8. Ovejas o chivos,E8 Cuántos,E9. Tiene un corral,E9. Donde,E10. Gatos,F1. Ratones,F2. Ratas,"F3. Raposas, zorros, guanchacas o zarigueyas",G1. Leña,G1 Distancia de la casa (metros),G2. Madera para construccion,G1. Cuánta,G2 Distancia de la casa (metros),G2. Cuánta,G3. Rocas. bloques o ladrillos,G3 Distancia de la casa (metros),G3. Cuanta,G4. Basura de la vivienda,G4 Distancia de la casa (metros),G4. Cuánta,G5. Otros,G5 Distancia de la casa (metros),G5. Cuánta,H1. Hojas de Palma de coco,H1 Distancia de la casa (metros),H1. Cuánta,H2. Hojas de Palma de Cade o tagua,H2 Distancia de la casa (metros),H2. Cuánta,H3. Hojas de Palmera (Otro Tipo),H3 Qué tipo,H3. Cuánta,H4. Desperdicios de la cosecha,H4 Distancia de la casa (metros),H4. Cuánta,H5. Productos agricolas de la cosecha,H5 Distancia de la casa (metros),H5. Cuánta,I1. Piñuelas,I1 Distancia de la casa (metros),I1. Cuánta,I2. Arbustos,I2 Distancia de la casa (metros),I2. Cuánto,I3. Arboles frutales,I3 Distancia de la casa (metros),I3. Cuánto,I4. Maleza o monte,I4 Distancia de la casa (metros),I4. Cuánto,J1. Existen palmas a una distancia de 30m,J2. Palmas de coco,J2 Distancia de la casa (metros),J2 Cuántas,J3. Palmas de cade o tagua,J3 Distancia de la casa (metros),J3 Cuántas,J4. Palma Africana,J4 Distancia de la casa (metros),J4 Cuántas,J5. Otro tipo de de palmera o palma,J5 Cuál,J5 Distancia de la casa (metros),J5 Cuántas,E10 Cuántos,
AB406,Negativa,Examinada,Algarrobillo,762,80.06451,04.17078,1,4,-1,1,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,porque no hay agua potable,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,1,junto casa,1,junto casa,1,2,0,1,10,1,2,1,0,2,2,0,2,0,1,10,1,20,1,5,1,2,1,1,1,0,1,1,0,1,1,0,1,2,0,0,1,1,1,2,0,0,2,0,0,2,,0,2,0,0,1,0,2,2,0,0,1,10,1,1,30,1,1,10,1,1,1,30,1,2,0,0,2,0,0,2,,0,0,1,
AB108,Positiva,Examinada,Algarrobillo,762,80.06421,04.17825,1,5,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,3,,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,15,0,0,2,0,2,2,0,2,0,1,2,2,0,2,0,2,1,1,1,1,4,1,2,5,2,1,0,1,1,5,1,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,1,1,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
AB009,Negativa,Examinada,Algarrobillo,763,80.08098,04.17538,1,4,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,1,fuera,1,fuera,1,2,0,1,2,1,5,2,0,2,2,0,2,0,1,2,2,0,2,0,1,2,4,2,2,0,2,0,0,0,2,0,0,1,20,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,1,5,1,2,0,0,1,10,0,2,0,0,1,10,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
AD201,Negativa,Examinada,Algodonal,763,80.046660,4.281670,2,8,-1,1,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,2,,2,2,0,1,2,1,4,1,3,2,2,0,2,0,1,0,1,20,1,5,2,3,3,2,1,10,1,0,10,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,15,1,1,10,0,1,10,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
AB204,Negativa,Examinada,Algarrobillo,764,80.06353,04.17257,4,6,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,porque es sucia el agua se sucia,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,30,1,5,1,3,2,2,0,2,0,1,5,2,0,2,0,1,3,3,2,1,4,1,1,3,1,1,2,2,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,2,1,2,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
AB404,Negativa,Examinada,Algarrobillo,765,80.06467,04.17038,2,8,-1,1,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,para los bichos,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,1,atrás casa,1,bodega abajo,1,1,96,1,15,1,5,1,4,2,2,0,2,0,1,3,2,0,1,5,1,2,2,1,2,0,1,1,0,1,1,10,1,2,0,0,2,0,0,1,10,0,2,0,0,2,,0,2,0,0,1,0,1,2,0,0,1,4,1,1,5,2,1,5,2,1,1,10,1,2,0,0,2,0,0,2,,0,0,1,
AB107,Negativa,Examinada,Algarrobillo,767,80.06451,04.17849,2,9,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,dormitorio,2,2,0,1,20,1,3,1,2,1,2,0,2,0,1,7,2,0,2,0,2,2,2,1,1,1,1,1,3,1,1,3,2,1,5,1,2,0,0,2,0,0,2,0,0,2,,0,1,5,2,1,0,1,2,0,0,1,2,1,2,0,0,1,5,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
AB403,Negativa,Examinada,Algarrobillo,769,80.06438,04.17039,4,5,-1,1,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,para matar los bichos,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,pasillo,2,2,0,1,10,1,5,1,2,1,2,0,2,0,1,3,2,0,1,2,1,4,4,1,1,2,1,1,2,1,1,3,1,2,0,0,1,2,1,2,0,0,2,0,0,2,,0,2,0,0,1,1,2,2,0,0,1,6,1,2,0,0,1,5,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
AB305,Positiva,Examinada,Algarrobillo,777,80.05447,04.16787,2,3,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,1,porque esta sucia,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,1,,1,bodega,2,2,0,1,20,0,0,1,2,2,2,0,2,0,1,11,1,3,1,4,1,4,4,3,1,15,2,0,0,0,1,2,2,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,1,3,2,2,0,0,1,9,2,1,10,2,1,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
AB201,Positiva,Examinada,Algarrobillo,778,80.05955,04.17334,3,8,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,para evitar enfermedades,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,2,,1,2,0,1,50,1,4,1,2,2,2,0,2,0,1,1,2,0,2,0,2,4,4,3,1,0,2,0,0,0,2,0,0,2,0,0,1,1,2,2,0,0,2,0,0,2,,0,2,0,0,1,1,2,0,0,0,0,0,0,1,5,2,2,0,0,1,1,30,2,2,0,0,2,0,0,2,,0,0,0,
AB402,Negativa,Examinada,Algarrobillo,783,80.06405,04.17106,4,6,-1,1,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,porque tiene microbios,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,2,2,0,2,0,2,1,20,1,6,1,3,2,0,2,0,2,4,4,1,1,4,1,2,4,2,1,1,1,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,1,8,1,1,8,1,2,0,0,1,3,1,1,4,1,1,4,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
AB304,Negativa,Examinada,Algarrobillo,791,80.04870,04.16835,4,3,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,1,porque trae bichos,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,1,2,0,1,80,1,4,1,0,2,1,30,1,5,1,1,2,0,2,0,1,3,2,2,1,3,1,1,3,1,1,1,1,2,0,0,1,0,0,2,0,0,2,0,0,2,,0,2,0,0,1,1,2,2,0,0,1,4,1,1,5,1,1,0,1,1,1,5,6,2,0,0,2,0,0,2,,0,0,1,
AB202,Negativa,Examinada,Algarrobillo,800,80.05910,04.17381,2,2,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,1,dormitorio,1,1,120,1,6,1,3,1,1,2,2,0,2,0,2,0,2,0,2,0,2,4,4,3,1,2,2,0,0,0,2,0,0,1,0,1,2,0,0,2,0,0,2,0,0,2,,0,1,3,1,1,3,2,2,0,0,1,10,2,2,0,0,1,10,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
AB302,Positiva,Examinada,Algarrobillo,800,80.04798,04.16850,4,7,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,1,no sabe,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,bodega,2,2,0,1,20,1,4,1,1,2,2,0,2,0,1,0,2,0,2,0,2,4,2,1,1,2,2,0,0,0,1,4,1,2,0,0,1,0,0,2,0,0,2,0,0,2,,0,1,1,1,1,1,1,2,0,0,1,4,0,1,2,1,1,5,1,1,1,2,2,2,0,0,2,0,0,2,,0,0,0,
AB301,Negativa,Examinada,Algarrobillo,806,80.04643,04.16734,2,3,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,salia,1,2,0,1,4,1,4,1,2,2,2,0,2,0,1,2,2,0,2,0,1,2,0,4,1,6,1,0,5,0,1,1,0,1,1,0,1,3,0,2,0,0,2,0,0,2,,0,1,0,1,1,0,1,2,0,0,1,0,0,1,6,2,1,6,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,3,
CG203,Negativa,Examinada,La Ciénega,810,80.103640,4.208410,2,5,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,cocina,2,2,0,1,15,1,5,1,2,2,2,0,2,0,2,0,2,0,2,0,1,3,3,3,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,1,10,2,1,10,2,2,0,0,1,12,0,2,0,0,1,13,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
CG202,Negativa,Examinada,La Ciénega,815,80.104230,4.208540,3,2,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,1,para sacar le bichos,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,1,1,96,1,20,1,5,1,2,2,2,0,2,0,2,0,2,0,2,0,1,1,1,1,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,15,2,2,0,0,1,15,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
CG207,Negativa,Examinada,La Ciénega,819,80.101310,4.209360,3,10,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,1,12,1,10,1,5,1,4,2,2,0,2,0,1,15,1,7,1,5,1,4,4,1,1,4,1,2,0,2,1,4,2,2,0,0,1,0,2,2,0,0,2,0,0,2,,0,1,4,1,1,4,1,2,0,0,1,11,2,2,0,0,1,12,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
CG105,Positiva,Examinada,La Ciénega,823,80.094670,4.204010,2,7,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,por los microbios que tiene,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,bodega,2,2,0,1,10,1,5,1,2,2,2,0,2,0,1,6,2,0,1,5,2,4,4,4,2,0,2,0,0,0,2,0,0,1,15,2,2,0,0,2,0,0,2,0,0,2,,0,1,15,1,2,0,0,2,0,0,1,12,1,1,15,1,1,12,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
CG406,Positiva,Examinada,La Ciénega,825,80.087010,4.196320,1,4,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,1,para los microbios,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,25,1,4,1,1,2,2,0,2,0,1,1,1,20,1,3,2,1,3,1,1,2,2,0,0,0,1,1,1,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,1,5,1,2,0,0,2,0,0,1,6,0,2,0,0,1,4,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
CG208,Negativa,Examinada,La Ciénega,826,80.101510,4.209420,1,3,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,prevenir microbio,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,1,2,0,1,10,1,5,1,4,2,2,0,2,0,1,15,1,7,1,5,1,3,3,2,1,6,1,0,6,0,1,5,2,2,0,0,1,0,2,2,0,0,2,0,0,2,,0,1,5,2,1,5,2,2,0,0,1,11,0,2,0,0,1,12,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
CG407,Positiva,Examinada,La Ciénega,826,80.087770,4.197850,4,9,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,no conoce,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,50,1,0,1,3,2,1,4,1,6,1,1,2,0,2,0,1,1,1,3,1,0,2,0,0,0,1,0,2,1,0,1,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,1,0,2,0,0,1,4,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
CG313,Negativa,Examinada,La Ciénega,827,80.099432,4.210114,2,5,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,1,2,0,1,6,1,3,1,2,2,2,0,2,0,1,2,2,0,2,0,1,2,2,1,1,2,2,0,0,0,1,4,1,1,7,2,2,0,0,2,0,0,2,0,0,2,,0,1,7,0,1,7,0,2,0,0,1,2,1,1,6,1,1,5,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
CG312,Negativa,Examinada,La Ciénega,828,80.099560,4.210190,3,6,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,agua tiene muchos microbios,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,1,,1,dormitorio,1,2,0,1,12,1,4,2,0,2,2,0,2,0,1,2,2,0,2,0,1,3,1,1,1,1,2,0,0,0,2,0,0,1,10,2,2,0,0,2,0,0,2,0,0,2,,0,1,2,1,1,2,1,2,0,0,1,2,2,2,0,0,1,3,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
CG408,Positiva,Examinada,La Ciénega,833,80.087910,4.198220,2,6,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,los microbios,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,sala,1,2,0,1,50,1,3,1,3,2,2,0,2,0,1,3,1,3,2,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,5,
CG201,Positiva,Examinada,La Ciénega,834,80.101300,4.207860,2,4,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,2,para eliminar los bichos,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,pasillo,2,2,0,1,20,1,5,1,2,2,2,0,2,0,2,0,2,0,2,0,1,3,1,1,1,1,1,1,1,1,2,0,0,1,20,1,2,0,0,2,0,0,2,0,0,2,,0,1,2,2,1,2,2,2,0,0,1,11,0,1,9,0,1,12,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
CG204,Negativa,Examinada,La Ciénega,836,80.101900,4.209620,1,4,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,sala,2,1,12,1,41,1,5,1,2,2,2,0,2,0,1,6,1,5,1,5,2,4,4,1,2,0,2,0,0,0,2,0,0,2,0,0,1,3,1,2,0,0,2,0,0,2,,0,1,6,1,1,0,2,2,0,0,1,5,2,2,0,0,1,7,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
CG309,Negativa,Examinada,La Ciénega,836,80.098770,4.210210,1,6,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,1,cocina,1,2,0,1,50,1,4,1,1,2,2,0,2,0,1,10,2,0,2,0,1,1,1,1,2,0,2,0,0,0,2,0,0,1,5,1,2,0,0,2,0,0,2,0,0,2,,0,1,7,2,2,0,0,2,0,0,2,0,0,2,0,0,1,15,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
